"","id","modified","basisOfRecord","occurrenceID.x","organismQuantityType","sex","eventDate","country","scientificName","kingdom","phylum","class","order","family","vernacularName","measurementUnit","length"
"459",117056,"2019-11-20T10:16:07","HumanObservation",117056,"individual","Male",19253,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"460",117057,"2019-11-20T10:16:07","HumanObservation",117057,"individual","Male",19254,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",11.51
"461",117059,"2019-11-20T10:16:07","HumanObservation",117059,"individual","Male",19254,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"462",117060,"2019-11-20T10:16:07","HumanObservation",117060,"individual","Male",19254,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"463",117061,"2019-11-20T10:16:07","HumanObservation",117061,"individual","Male",19254,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"464",117062,"2019-11-20T10:16:08","HumanObservation",117062,"individual","Male",19254,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"465",117063,"2019-11-20T10:16:08","HumanObservation",117063,"individual","Male",19254,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",11.83
"466",117064,"2019-11-20T10:16:08","HumanObservation",117064,"individual","Female",19254,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"467",117065,"2019-11-20T10:16:08","HumanObservation",117065,"individual","Male",19255,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"468",117066,"2019-11-20T10:16:08","HumanObservation",117066,"individual","Female",19255,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",11.51
"469",117067,"2019-11-20T10:16:08","HumanObservation",117067,"individual","Female",19255,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",11.83
"470",117068,"2019-11-20T10:16:08","HumanObservation",117068,"individual","Male",19255,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"471",117069,"2019-11-20T10:16:08","HumanObservation",117069,"individual","Male",19255,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",11.51
"472",117070,"2019-11-20T10:16:09","HumanObservation",117070,"individual","Male",19255,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",10.87
"473",117071,"2019-11-20T10:16:09","HumanObservation",117071,"individual","Male",19256,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"474",117072,"2019-11-20T10:16:09","HumanObservation",117072,"individual","Male",19256,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"475",117073,"2019-11-20T10:16:09","HumanObservation",117073,"individual","Female",19256,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.71
"476",117074,"2019-11-20T10:16:09","HumanObservation",117074,"individual","Male",19256,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"477",117075,"2019-11-20T10:16:09","HumanObservation",117075,"individual","Female",19257,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.15
"478",117076,"2019-11-20T10:16:09","HumanObservation",117076,"individual","Female",19257,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"479",117077,"2019-11-20T10:16:09","HumanObservation",117077,"individual","Male",19257,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"480",117078,"2019-11-20T10:16:10","HumanObservation",117078,"individual","Female",19260,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"481",117079,"2019-11-20T10:16:10","HumanObservation",117079,"individual","Male",19260,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"482",117080,"2019-11-20T10:16:10","HumanObservation",117080,"individual","Male",19260,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"483",117081,"2019-11-20T10:16:10","HumanObservation",117081,"individual","Male",19260,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"484",117477,"2019-11-20T10:17:00","HumanObservation",117477,"individual","Male",19207,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"485",117474,"2019-11-20T10:17:00","HumanObservation",117474,"individual","Male",19207,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"486",117475,"2019-11-20T10:17:00","HumanObservation",117475,"individual","Male",19207,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"487",117476,"2019-11-20T10:17:00","HumanObservation",117476,"individual","Female",19207,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"488",117478,"2019-11-20T10:17:00","HumanObservation",117478,"individual","Male",19207,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"489",117479,"2019-11-20T10:17:00","HumanObservation",117479,"individual","Male",19207,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",11.51
"490",117480,"2019-11-20T10:17:01","HumanObservation",117480,"individual","Female",19207,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"491",117481,"2019-11-20T10:17:01","HumanObservation",117481,"individual","Male",19207,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"492",117482,"2019-11-20T10:17:01","HumanObservation",117482,"individual","Male",19207,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"493",117483,"2019-11-20T10:17:01","HumanObservation",117483,"individual","Female",19208,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.71
"494",117484,"2019-11-20T10:17:01","HumanObservation",117484,"individual","Male",19208,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"495",117485,"2019-11-20T10:17:01","HumanObservation",117485,"individual","Male",19208,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.15
"496",117486,"2019-11-20T10:17:01","HumanObservation",117486,"individual","Male",19208,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",11.83
"497",117487,"2019-11-20T10:17:01","HumanObservation",117487,"individual","Female",19208,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"498",117488,"2019-11-20T10:17:02","HumanObservation",117488,"individual","Male",19208,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"499",117489,"2019-11-20T10:17:02","HumanObservation",117489,"individual","Male",19208,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"500",117490,"2019-11-20T10:17:02","HumanObservation",117490,"individual","Male",19208,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",11.19
"501",117491,"2019-11-20T10:17:02","HumanObservation",117491,"individual","Male",19209,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.07
"502",117492,"2019-11-20T10:17:02","HumanObservation",117492,"individual","Male",19209,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.15
"503",117493,"2019-11-20T10:17:02","HumanObservation",117493,"individual","Male",19209,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.15
"504",117494,"2019-11-20T10:17:02","HumanObservation",117494,"individual","Male",19209,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"505",117495,"2019-11-20T10:17:02","HumanObservation",117495,"individual","Male",19209,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"506",117496,"2019-11-20T10:17:03","HumanObservation",117496,"individual","Male",19209,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.15
"507",117497,"2019-11-20T10:17:03","HumanObservation",117497,"individual","Male",19209,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"508",117498,"2019-11-20T10:17:03","HumanObservation",117498,"individual","Male",19209,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.15
"509",117499,"2019-11-20T10:17:03","HumanObservation",117499,"individual","Male",19210,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"510",118981,"2019-11-20T10:17:53","HumanObservation",118981,"individual","Male",19557,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"511",118978,"2019-11-20T10:17:53","HumanObservation",118978,"individual","Male",19557,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"512",118979,"2019-11-20T10:17:53","HumanObservation",118979,"individual","Male",19557,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"513",118980,"2019-11-20T10:17:53","HumanObservation",118980,"individual","Female",19557,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.39
"514",118982,"2019-11-20T10:17:53","HumanObservation",118982,"individual","Female",19557,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"515",118983,"2019-11-20T10:17:53","HumanObservation",118983,"individual","Male",19557,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"516",118984,"2019-11-20T10:17:54","HumanObservation",118984,"individual","Male",19557,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"517",118985,"2019-11-20T10:17:54","HumanObservation",118985,"individual","Female",19557,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"518",118986,"2019-11-20T10:17:54","HumanObservation",118986,"individual","Female",19557,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.07
"519",118987,"2019-11-20T10:17:54","HumanObservation",118987,"individual","Female",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"520",118988,"2019-11-20T10:17:54","HumanObservation",118988,"individual","Male",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"521",118989,"2019-11-20T10:17:54","HumanObservation",118989,"individual","Female",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",15.98
"522",118990,"2019-11-20T10:17:54","HumanObservation",118990,"individual","Female",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"523",118991,"2019-11-20T10:17:54","HumanObservation",118991,"individual","Female",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"524",118992,"2019-11-20T10:17:55","HumanObservation",118992,"individual","Male",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.07
"525",118993,"2019-11-20T10:17:55","HumanObservation",118993,"individual","Female",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"526",118994,"2019-11-20T10:17:55","HumanObservation",118994,"individual","Female",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.71
"527",118995,"2019-11-20T10:17:55","HumanObservation",118995,"individual","Female",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"528",118996,"2019-11-20T10:17:55","HumanObservation",118996,"individual","Female",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"529",118997,"2019-11-20T10:17:55","HumanObservation",118997,"individual","Male",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"530",118998,"2019-11-20T10:17:55","HumanObservation",118998,"individual","Female",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"531",118999,"2019-11-20T10:17:55","HumanObservation",118999,"individual","Male",19558,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.39
"532",119000,"2019-11-20T10:17:56","HumanObservation",119000,"individual","Female",19559,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",15.03
"533",119001,"2019-11-20T10:17:56","HumanObservation",119001,"individual","Male",19559,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"534",119002,"2019-11-20T10:17:56","HumanObservation",119002,"individual","Female",19559,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",16.62
"535",119003,"2019-11-20T10:17:56","HumanObservation",119003,"individual","Female",19560,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.39
"536",119004,"2019-11-20T10:17:56","HumanObservation",119004,"individual","Male",19560,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"537",119408,"2019-11-20T10:18:47","HumanObservation",119408,"individual","Male",19612,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"538",119405,"2019-11-20T10:18:47","HumanObservation",119405,"individual","Male",19612,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",15.98
"539",119406,"2019-11-20T10:18:47","HumanObservation",119406,"individual","Male",19612,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"540",119407,"2019-11-20T10:18:47","HumanObservation",119407,"individual","Male",19612,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"541",119409,"2019-11-20T10:18:47","HumanObservation",119409,"individual","Male",19612,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.71
"542",119410,"2019-11-20T10:18:47","HumanObservation",119410,"individual","Male",19612,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"543",119411,"2019-11-20T10:18:48","HumanObservation",119411,"individual","Female",19613,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",17.58
"544",119412,"2019-11-20T10:18:48","HumanObservation",119412,"individual","Female",19613,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.39
"545",119413,"2019-11-20T10:18:48","HumanObservation",119413,"individual","Female",19613,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",17.58
"546",119414,"2019-11-20T10:18:48","HumanObservation",119414,"individual","Female",19613,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"547",119415,"2019-11-20T10:18:48","HumanObservation",119415,"individual","Male",19613,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"548",119416,"2019-11-20T10:18:48","HumanObservation",119416,"individual","Female",19613,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"549",119417,"2019-11-20T10:18:48","HumanObservation",119417,"individual","Female",19613,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",15.35
"550",119418,"2019-11-20T10:18:49","HumanObservation",119418,"individual","Male",19613,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",15.35
"551",119419,"2019-11-20T10:18:49","HumanObservation",119419,"individual","Male",19613,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.07
"552",119420,"2019-11-20T10:18:49","HumanObservation",119420,"individual","Male",19613,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.39
"553",119421,"2019-11-20T10:18:49","HumanObservation",119421,"individual","Male",19613,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"554",119422,"2019-11-20T10:18:49","HumanObservation",119422,"individual","Male",19614,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",15.66
"555",119423,"2019-11-20T10:18:49","HumanObservation",119423,"individual","Male",19614,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"556",119424,"2019-11-20T10:18:49","HumanObservation",119424,"individual","Male",19614,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.15
"557",119425,"2019-11-20T10:18:49","HumanObservation",119425,"individual","Male",19614,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"558",119426,"2019-11-20T10:18:50","HumanObservation",119426,"individual","Male",19614,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.15
"559",119427,"2019-11-20T10:18:50","HumanObservation",119427,"individual","Male",19614,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",15.98
"560",119428,"2019-11-20T10:18:50","HumanObservation",119428,"individual","Female",19614,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"561",119429,"2019-11-20T10:18:50","HumanObservation",119429,"individual","Female",19614,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.07
"562",119430,"2019-11-20T10:18:50","HumanObservation",119430,"individual","Male",19614,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.39
"563",119431,"2019-11-20T10:18:50","HumanObservation",119431,"individual","Male",19615,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"564",82136,"2019-11-20T10:12:17","HumanObservation",82136,"individual","Female",10485,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"565",108748,"2019-11-20T10:12:43","HumanObservation",108748,"individual","Male",18112,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"566",108745,"2019-11-20T10:12:43","HumanObservation",108745,"individual","Male",18111,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"567",108746,"2019-11-20T10:12:43","HumanObservation",108746,"individual","Male",18111,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"568",108747,"2019-11-20T10:12:43","HumanObservation",108747,"individual","Female",18111,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.07
"569",108749,"2019-11-20T10:12:43","HumanObservation",108749,"individual","Male",18112,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",11.83
"570",108750,"2019-11-20T10:12:43","HumanObservation",108750,"individual","Male",18113,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"571",108751,"2019-11-20T10:12:43","HumanObservation",108751,"individual","Female",18113,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"572",108752,"2019-11-20T10:12:43","HumanObservation",108752,"individual","Male",18114,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"573",108753,"2019-11-20T10:12:44","HumanObservation",108753,"individual","Female",18115,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"574",108754,"2019-11-20T10:12:44","HumanObservation",108754,"individual","Male",18116,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"575",108755,"2019-11-20T10:12:44","HumanObservation",108755,"individual","Male",18116,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"576",108756,"2019-11-20T10:12:44","HumanObservation",108756,"individual","Female",18117,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.07
"577",108757,"2019-11-20T10:12:44","HumanObservation",108757,"individual","Male",18117,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
"578",108758,"2019-11-20T10:12:44","HumanObservation",108758,"individual","Female",18117,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.15
"579",108759,"2019-11-20T10:12:44","HumanObservation",108759,"individual","Male",18117,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",11.83
"580",108760,"2019-11-20T10:12:44","HumanObservation",108760,"individual","Male",18118,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"581",108761,"2019-11-20T10:12:44","HumanObservation",108761,"individual","Male",18118,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",14.39
"582",108762,"2019-11-20T10:12:45","HumanObservation",108762,"individual","Female",18118,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.75
"583",108763,"2019-11-20T10:12:45","HumanObservation",108763,"individual","Female",18119,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",10.55
"584",108764,"2019-11-20T10:12:45","HumanObservation",108764,"individual","Female",18119,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"585",108765,"2019-11-20T10:12:45","HumanObservation",108765,"individual","Male",18119,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",11.19
"586",108766,"2019-11-20T10:12:45","HumanObservation",108766,"individual","Male",18120,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.11
"587",108767,"2019-11-20T10:12:45","HumanObservation",108767,"individual","Male",18121,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",13.43
"588",108768,"2019-11-20T10:12:45","HumanObservation",108768,"individual","Male",18121,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.15
"589",108769,"2019-11-20T10:12:45","HumanObservation",108769,"individual","Male",18121,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.79
"590",108770,"2019-11-20T10:12:45","HumanObservation",108770,"individual","Male",18122,"Australia","Megaptera novaeangliae","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Humpback","Metres",12.47
